"GEO_ID","NAME","P2_001N","P2_001NA","P2_002N","P2_002NA","P2_003N","P2_003NA","P2_004N","P2_004NA","P2_005N","P2_005NA","P2_006N","P2_006NA","P2_007N","P2_007NA","P2_008N","P2_008NA","P2_009N","P2_009NA","P2_010N","P2_010NA","P2_011N","P2_011NA","P2_012N","P2_012NA","P2_013N","P2_013NA","P2_014N","P2_014NA","P2_015N","P2_015NA","P2_016N","P2_016NA","P2_017N","P2_017NA","P2_018N","P2_018NA","P2_019N","P2_019NA","P2_020N","P2_020NA","P2_021N","P2_021NA","P2_022N","P2_022NA","P2_023N","P2_023NA","P2_024N","P2_024NA","P2_025N","P2_025NA","P2_026N","P2_026NA","P2_027N","P2_027NA","P2_028N","P2_028NA","P2_029N","P2_029NA","P2_030N","P2_030NA","P2_031N","P2_031NA","P2_032N","P2_032NA","P2_033N","P2_033NA","P2_034N","P2_034NA","P2_035N","P2_035NA","P2_036N","P2_036NA","P2_037N","P2_037NA","P2_038N","P2_038NA","P2_039N","P2_039NA","P2_040N","P2_040NA","P2_041N","P2_041NA","P2_042N","P2_042NA","P2_043N","P2_043NA","P2_044N","P2_044NA","P2_045N","P2_045NA","P2_046N","P2_046NA","P2_047N","P2_047NA","P2_048N","P2_048NA","P2_049N","P2_049NA","P2_050N","P2_050NA","P2_051N","P2_051NA","P2_052N","P2_052NA","P2_053N","P2_053NA","P2_054N","P2_054NA","P2_055N","P2_055NA","P2_056N","P2_056NA","P2_057N","P2_057NA","P2_058N","P2_058NA","P2_059N","P2_059NA","P2_060N","P2_060NA","P2_061N","P2_061NA","P2_062N","P2_062NA","P2_063N","P2_063NA","P2_064N","P2_064NA","P2_065N","P2_065NA","P2_066N","P2_066NA","P2_067N","P2_067NA","P2_068N","P2_068NA","P2_069N","P2_069NA","P2_070N","P2_070NA","P2_071N","P2_071NA","P2_072N","P2_072NA","P2_073N","P2_073NA",
"0400000US15","Hawaii","1455271","null","138923","null","1316348","null","1024458","null","314365","null","21877","null","2321","null","531558","null","149054","null","5283","null","291890","null","190229","null","4913","null","9458","null","65223","null","30880","null","5319","null","651","null","2522","null","1502","null","343","null","598","null","702","null","42","null","66943","null","722","null","411","null","92835","null","1141","null","1180","null","728","null","189","null","3012","null","1517","null","78","null","82470","null","316","null","152","null","175","null","68","null","14","null","968","null","29","null","14","null","631","null","5","null","9","null","139","null","8106","null","456","null","217","null","70","null","1455","null","34","null","25","null","5302","null","42","null","10","null","326","null","135","null","10","null","3","null","21","null","0","null","710","null","558","null","48","null","1","null","53","null","38","null","12","null","10","null","10","null",
"0400000US16","Idaho","1839106","null","239407","null","1599699","null","1521891","null","1450523","null","14785","null","18903","null","26036","null","3401","null","8243","null","77808","null","74258","null","7163","null","29459","null","15020","null","2489","null","18296","null","331","null","213","null","75","null","223","null","143","null","72","null","73","null","532","null","143","null","26","null","3218","null","790","null","279","null","77","null","140","null","553","null","131","null","97","null","1009","null","70","null","16","null","10","null","1","null","2","null","7","null","5","null","3","null","13","null","1","null","5","null","9","null","282","null","52","null","15","null","40","null","41","null","17","null","1","null","79","null","6","null","6","null","3","null","13","null","4","null","0","null","4","null","1","null","36","null","16","null","8","null","3","null","1","null","5","null","3","null","14","null","14","null",
"0400000US17","Illinois","12812508","null","2337410","null","10475098","null","10060243","null","7472751","null","1775612","null","16561","null","747280","null","2959","null","45080","null","414855","null","393661","null","101879","null","93073","null","86529","null","2809","null","77886","null","10664","null","5868","null","637","null","8463","null","1154","null","82","null","324","null","2454","null","1681","null","158","null","19175","null","9072","null","2397","null","257","null","2035","null","1591","null","146","null","400","null","1503","null","590","null","47","null","320","null","92","null","264","null","178","null","166","null","33","null","13","null","22","null","6","null","43","null","1701","null","708","null","75","null","495","null","83","null","90","null","9","null","96","null","14","null","0","null","58","null","27","null","8","null","7","null","22","null","9","null","278","null","165","null","93","null","11","null","9","null","0","null","0","null","40","null","40","null",
"0400000US18","Indiana","6785528","null","554191","null","6231337","null","5965993","null","5121004","null","637500","null","12938","null","166651","null","2761","null","25139","null","265344","null","252911","null","77032","null","85633","null","30294","null","2145","null","42398","null","4428","null","2077","null","357","null","3683","null","274","null","47","null","118","null","3545","null","829","null","51","null","11486","null","6070","null","1459","null","205","null","1080","null","825","null","146","null","323","null","782","null","224","null","37","null","57","null","15","null","93","null","62","null","31","null","17","null","6","null","10","null","0","null","44","null","782","null","359","null","57","null","156","null","58","null","18","null","6","null","48","null","15","null","4","null","20","null","19","null","6","null","1","null","11","null","4","null","148","null","100","null","30","null","4","null","6","null","1","null","7","null","17","null","17","null",
"0400000US19","Iowa","3190369","null","215986","null","2974383","null","2865710","null","2638201","null","129321","null","9079","null","75017","null","5605","null","8487","null","108673","null","103660","null","29655","null","30696","null","14825","null","1058","null","22167","null","1273","null","708","null","85","null","871","null","151","null","19","null","37","null","1775","null","298","null","42","null","4640","null","2424","null","540","null","105","null","308","null","355","null","30","null","126","null","495","null","78","null","21","null","47","null","11","null","21","null","44","null","15","null","2","null","11","null","0","null","4","null","3","null","309","null","111","null","28","null","60","null","22","null","17","null","6","null","27","null","9","null","3","null","12","null","1","null","0","null","0","null","7","null","6","null","59","null","41","null","13","null","2","null","0","null","2","null","1","null","5","null","5","null",
"0400000US20","Kansas","2937880","null","382603","null","2555277","null","2406252","null","2122575","null","163352","null","21921","null","85225","null","3115","null","10064","null","149025","null","140801","null","33979","null","58576","null","17855","null","1486","null","21550","null","3503","null","1187","null","255","null","993","null","198","null","51","null","100","null","729","null","294","null","45","null","7654","null","4078","null","893","null","147","null","469","null","782","null","112","null","194","null","636","null","94","null","14","null","79","null","27","null","49","null","39","null","3","null","9","null","8","null","1","null","0","null","20","null","501","null","228","null","40","null","84","null","43","null","21","null","2","null","65","null","3","null","0","null","2","null","7","null","3","null","1","null","1","null","1","null","52","null","35","null","8","null","0","null","4","null","0","null","5","null","17","null","17","null",
"0400000US21","Kentucky","4505836","null","207854","null","4297982","null","4122619","null","3664764","null","357764","null","8080","null","73843","null","3462","null","14706","null","175363","null","167097","null","53555","null","64160","null","16727","null","1363","null","22571","null","2561","null","1212","null","311","null","2627","null","157","null","41","null","76","null","1307","null","405","null","24","null","7614","null","3802","null","940","null","151","null","637","null","649","null","112","null","427","null","504","null","161","null","24","null","53","null","17","null","46","null","61","null","4","null","2","null","5","null","9","null","0","null","10","null","555","null","214","null","34","null","130","null","52","null","25","null","8","null","61","null","12","null","0","null","2","null","9","null","5","null","1","null","2","null","0","null","84","null","38","null","25","null","5","null","8","null","3","null","5","null","13","null","13","null",
"0400000US22","Louisiana","4657757","null","322549","null","4335208","null","4179112","null","2596702","null","1452420","null","25994","null","85336","null","1706","null","16954","null","156096","null","145655","null","41902","null","46689","null","16219","null","1202","null","22681","null","6931","null","2185","null","371","null","6202","null","239","null","50","null","200","null","450","null","289","null","45","null","9312","null","4341","null","886","null","112","null","1525","null","696","null","99","null","335","null","457","null","164","null","48","null","119","null","36","null","230","null","136","null","74","null","20","null","9","null","5","null","2","null","18","null","987","null","253","null","37","null","450","null","49","null","32","null","16","null","37","null","11","null","2","null","15","null","26","null","18","null","0","null","41","null","0","null","122","null","51","null","48","null","1","null","7","null","7","null","8","null","20","null","20","null",
"0400000US23","Maine","1362359","null","26609","null","1335750","null","1282177","null","1228264","null","25115","null","7293","null","16668","null","407","null","4430","null","53573","null","51538","null","7214","null","22678","null","6921","null","425","null","13167","null","237","null","150","null","34","null","380","null","74","null","8","null","30","null","143","null","75","null","2","null","1890","null","743","null","176","null","15","null","244","null","216","null","51","null","89","null","237","null","59","null","12","null","4","null","1","null","11","null","5","null","10","null","0","null","7","null","4","null","2","null","4","null","122","null","22","null","5","null","34","null","13","null","12","null","2","null","16","null","4","null","3","null","1","null","5","null","4","null","0","null","1","null","0","null","23","null","22","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null",
"0400000US24","Maryland","6177224","null","729745","null","5447479","null","5176715","null","2913782","null","1795027","null","12055","null","417962","null","2575","null","35314","null","270764","null","249806","null","73205","null","44092","null","53337","null","1868","null","37069","null","14741","null","8918","null","1036","null","11616","null","654","null","74","null","277","null","1308","null","1492","null","119","null","18987","null","9493","null","3285","null","308","null","1654","null","1154","null","97","null","244","null","1045","null","470","null","36","null","363","null","88","null","220","null","176","null","260","null","37","null","17","null","20","null","7","null","13","null","1734","null","852","null","104","null","364","null","99","null","133","null","6","null","76","null","22","null","14","null","9","null","18","null","19","null","3","null","12","null","3","null","200","null","111","null","61","null","13","null","9","null","1","null","5","null","37","null","37","null",
"0400000US25","Massachusetts","7029917","null","887685","null","6142232","null","5813954","null","4748897","null","457055","null","9387","null","504900","null","1607","null","92108","null","328278","null","309685","null","49087","null","37631","null","56636","null","1663","null","107699","null","4851","null","3116","null","575","null","44127","null","531","null","48","null","750","null","900","null","1698","null","373","null","16892","null","4587","null","1580","null","123","null","6475","null","777","null","75","null","492","null","974","null","607","null","62","null","152","null","16","null","431","null","76","null","330","null","88","null","11","null","7","null","1","null","28","null","1510","null","325","null","33","null","706","null","46","null","207","null","38","null","18","null","15","null","4","null","62","null","8","null","22","null","0","null","26","null","0","null","171","null","96","null","56","null","7","null","7","null","5","null","0","null","20","null","20","null",
"0400000US26","Michigan","10077331","null","564422","null","9512909","null","9073589","null","7295651","null","1358458","null","47406","null","332288","null","2603","null","37183","null","439320","null","417028","null","108246","null","136541","null","58838","null","2724","null","87077","null","11133","null","3689","null","509","null","5150","null","619","null","60","null","268","null","1035","null","1073","null","66","null","20770","null","11682","null","2085","null","266","null","1662","null","1563","null","193","null","571","null","1293","null","720","null","40","null","221","null","41","null","163","null","122","null","88","null","9","null","25","null","10","null","2","null","14","null","1325","null","528","null","101","null","338","null","74","null","55","null","18","null","83","null","26","null","0","null","46","null","19","null","21","null","7","null","5","null","4","null","163","null","89","null","45","null","10","null","6","null","5","null","8","null","34","null","34","null",
"0400000US27","Minnesota","5706494","null","345640","null","5360854","null","5124820","null","4353880","null","392850","null","57046","null","297460","null","2621","null","20963","null","236034","null","222430","null","54620","null","61284","null","44003","null","1778","null","47548","null","4540","null","2572","null","288","null","2320","null","666","null","82","null","150","null","1422","null","994","null","163","null","12575","null","6760","null","1661","null","211","null","723","null","1039","null","118","null","291","null","1079","null","226","null","29","null","117","null","39","null","68","null","62","null","60","null","9","null","26","null","11","null","0","null","46","null","904","null","347","null","52","null","203","null","59","null","94","null","5","null","98","null","9","null","0","null","4","null","14","null","15","null","4","null","0","null","0","null","105","null","63","null","40","null","0","null","1","null","0","null","1","null","20","null","20","null",
"0400000US28","Mississippi","2961279","null","105220","null","2856059","null","2772613","null","1639077","null","1079001","null","14019","null","32305","null","1037","null","7174","null","83446","null","78813","null","25232","null","26963","null","8036","null","552","null","10552","null","3700","null","1097","null","244","null","1811","null","121","null","24","null","80","null","228","null","142","null","31","null","4127","null","2095","null","464","null","58","null","358","null","357","null","54","null","135","null","199","null","83","null","14","null","66","null","21","null","86","null","87","null","30","null","3","null","7","null","3","null","1","null","6","null","413","null","143","null","46","null","110","null","20","null","13","null","4","null","32","null","1","null","1","null","2","null","6","null","10","null","0","null","25","null","0","null","83","null","36","null","23","null","7","null","8","null","0","null","9","null","10","null","10","null",
"0400000US29","Missouri","6154913","null","303068","null","5851845","null","5544005","null","4663907","null","692774","null","23496","null","132158","null","9293","null","22377","null","307840","null","293286","null","65605","null","123246","null","33472","null","3225","null","52701","null","6692","null","2209","null","498","null","3377","null","308","null","73","null","175","null","1083","null","550","null","72","null","13513","null","6732","null","1519","null","251","null","1071","null","1449","null","243","null","460","null","1049","null","227","null","41","null","140","null","37","null","123","null","80","null","44","null","10","null","8","null","3","null","1","null","25","null","872","null","360","null","80","null","197","null","65","null","36","null","5","null","84","null","13","null","0","null","3","null","15","null","8","null","4","null","0","null","2","null","159","null","95","null","53","null","3","null","4","null","1","null","3","null","10","null","10","null",
"0400000US30","Montana","1084225","null","45199","null","1039026","null","984277","null","901318","null","5077","null","64592","null","8077","null","839","null","4374","null","54749","null","52448","null","4311","null","27140","null","6160","null","861","null","12543","null","555","null","127","null","23","null","92","null","180","null","78","null","68","null","249","null","55","null","6","null","2144","null","803","null","143","null","35","null","82","null","394","null","96","null","111","null","394","null","26","null","14","null","1","null","6","null","1","null","6","null","1","null","4","null","16","null","4","null","0","null","7","null","130","null","35","null","14","null","12","null","14","null","1","null","1","null","28","null","3","null","1","null","2","null","5","null","1","null","6","null","7","null","0","null","25","null","10","null","7","null","3","null","0","null","4","null","1","null","2","null","2","null",
"0400000US31","Nebraska","1961504","null","234715","null","1726789","null","1654155","null","1484687","null","94405","null","15051","null","52359","null","1318","null","6335","null","72634","null","68653","null","18187","null","20524","null","11655","null","786","null","13700","null","1673","null","554","null","101","null","620","null","116","null","36","null","62","null","452","null","174","null","13","null","3721","null","1927","null","466","null","70","null","213","null","306","null","43","null","94","null","403","null","58","null","9","null","45","null","5","null","25","null","35","null","0","null","1","null","5","null","0","null","4","null","12","null","221","null","80","null","17","null","55","null","32","null","4","null","0","null","20","null","5","null","0","null","0","null","0","null","2","null","1","null","5","null","0","null","31","null","16","null","0","null","5","null","8","null","0","null","2","null","8","null","8","null",
"0400000US32","Nevada","3104614","null","890257","null","2214357","null","2047436","null","1425952","null","291960","null","23392","null","265991","null","22970","null","17171","null","166921","null","149476","null","30247","null","29562","null","41700","null","5320","null","20361","null","3667","null","5179","null","1441","null","3062","null","513","null","170","null","166","null","7234","null","714","null","140","null","15714","null","3382","null","2318","null","478","null","917","null","1266","null","273","null","245","null","5523","null","221","null","35","null","219","null","71","null","119","null","428","null","85","null","25","null","59","null","5","null","0","null","45","null","1513","null","381","null","107","null","247","null","281","null","60","null","16","null","315","null","2","null","5","null","39","null","38","null","11","null","0","null","11","null","0","null","203","null","123","null","48","null","1","null","17","null","13","null","1","null","15","null","15","null",
"0400000US33","New Hampshire","1377529","null","59454","null","1318075","null","1263511","null","1200649","null","18655","null","2299","null","35604","null","388","null","5916","null","54564","null","52387","null","7376","null","18859","null","8907","null","503","null","15424","null","249","null","171","null","55","null","410","null","58","null","7","null","32","null","193","null","131","null","12","null","2016","null","801","null","312","null","29","null","233","null","237","null","25","null","68","null","181","null","60","null","12","null","1","null","18","null","6","null","13","null","6","null","4","null","0","null","6","null","0","null","4","null","132","null","25","null","3","null","45","null","7","null","13","null","0","null","14","null","9","null","2","null","6","null","3","null","0","null","2","null","2","null","1","null","25","null","10","null","3","null","6","null","0","null","3","null","3","null","4","null","4","null",
"0400000US34","New Jersey","9288994","null","2002575","null","7286419","null","6996948","null","4816381","null","1154142","null","11206","null","942921","null","1944","null","70354","null","289471","null","272852","null","58316","null","35176","null","61942","null","1560","null","72627","null","10255","null","6959","null","1049","null","16947","null","1594","null","58","null","531","null","1964","null","3475","null","399","null","14950","null","6891","null","2364","null","175","null","1749","null","817","null","71","null","203","null","876","null","607","null","29","null","269","null","37","null","185","null","120","null","408","null","33","null","21","null","33","null","7","null","55","null","1449","null","607","null","106","null","319","null","59","null","205","null","21","null","35","null","23","null","5","null","26","null","11","null","13","null","1","null","11","null","7","null","197","null","105","null","67","null","2","null","9","null","7","null","7","null","23","null","23","null",
"0400000US35","New Mexico","2117522","null","1010811","null","1106711","null","1046944","null","772952","null","38330","null","188610","null","35261","null","1451","null","10340","null","59767","null","56231","null","7971","null","20999","null","9620","null","891","null","12110","null","1931","null","553","null","112","null","494","null","466","null","166","null","217","null","522","null","137","null","42","null","3171","null","1196","null","324","null","43","null","184","null","423","null","100","null","168","null","428","null","98","null","14","null","42","null","17","null","26","null","27","null","10","null","8","null","23","null","3","null","8","null","29","null","304","null","89","null","13","null","48","null","37","null","22","null","8","null","47","null","3","null","1","null","6","null","13","null","5","null","6","null","1","null","5","null","42","null","7","null","20","null","6","null","1","null","6","null","2","null","19","null","19","null",
"0400000US36","New York","20201249","null","3948032","null","16253217","null","15532370","null","10598907","null","2759022","null","54908","null","1916329","null","6097","null","197107","null","720847","null","680673","null","145393","null","101028","null","143101","null","3442","null","135278","null","25122","null","19639","null","2921","null","68223","null","5344","null","324","null","2534","null","5869","null","20396","null","2059","null","35956","null","15048","null","5137","null","418","null","4575","null","1717","null","195","null","561","null","2011","null","1726","null","91","null","790","null","120","null","709","null","329","null","1670","null","164","null","105","null","291","null","39","null","260","null","3599","null","1402","null","141","null","777","null","174","null","556","null","21","null","97","null","57","null","3","null","104","null","56","null","102","null","15","null","61","null","33","null","558","null","294","null","204","null","11","null","20","null","9","null","20","null","61","null","61","null",
"0400000US37","North Carolina","10439388","null","1118596","null","9320792","null","8913939","null","6312148","null","2107526","null","100886","null","340059","null","6980","null","46340","null","406853","null","379065","null","108137","null","118182","null","54952","null","3331","null","51148","null","21556","null","6490","null","1344","null","9178","null","839","null","188","null","472","null","1676","null","1458","null","114","null","25452","null","14148","null","3055","null","399","null","1967","null","1814","null","238","null","486","null","1545","null","429","null","33","null","383","null","123","null","300","null","239","null","127","null","56","null","53","null","6","null","0","null","51","null","1983","null","851","null","121","null","497","null","126","null","126","null","13","null","136","null","27","null","6","null","28","null","22","null","14","null","0","null","6","null","10","null","312","null","198","null","86","null","3","null","17","null","5","null","3","null","41","null","41","null",
"0400000US38","North Dakota","779094","null","33412","null","745682","null","715434","null","636160","null","26152","null","37350","null","13050","null","869","null","1853","null","30248","null","28950","null","4860","null","13585","null","3892","null","382","null","4842","null","543","null","226","null","28","null","192","null","83","null","50","null","33","null","178","null","36","null","20","null","1202","null","522","null","155","null","33","null","60","null","150","null","29","null","32","null","142","null","19","null","2","null","5","null","1","null","3","null","21","null","0","null","0","null","11","null","0","null","0","null","17","null","74","null","26","null","5","null","6","null","8","null","0","null","1","null","14","null","2","null","0","null","0","null","2","null","5","null","0","null","5","null","0","null","22","null","7","null","2","null","1","null","10","null","2","null","0","null","0","null","0","null",
"0400000US39","Ohio","11799448","null","521308","null","11278140","null","10776578","null","8954135","null","1457180","null","18949","null","296604","null","4493","null","45217","null","501562","null","472864","null","149694","null","151584","null","57794","null","3150","null","81668","null","11995","null","4436","null","750","null","8426","null","555","null","67","null","251","null","1207","null","1214","null","73","null","26530","null","15777","null","2909","null","422","null","2144","null","1766","null","206","null","546","null","1557","null","368","null","48","null","272","null","70","null","149","null","151","null","89","null","13","null","22","null","5","null","2","null","14","null","1867","null","820","null","188","null","447","null","114","null","73","null","3","null","93","null","45","null","0","null","25","null","18","null","19","null","10","null","12","null","0","null","262","null","158","null","60","null","14","null","13","null","3","null","14","null","39","null","39","null",
"0400000US40","Oklahoma","3959353","null","471931","null","3487422","null","3113743","null","2407188","null","283242","null","311890","null","89653","null","8168","null","13602","null","373679","null","351497","null","43225","null","238919","null","20172","null","1896","null","23169","null","18042","null","1599","null","364","null","1582","null","828","null","319","null","340","null","748","null","245","null","49","null","21102","null","14054","null","1088","null","197","null","746","null","2633","null","353","null","591","null","817","null","121","null","14","null","162","null","51","null","135","null","42","null","8","null","10","null","63","null","3","null","0","null","14","null","969","null","360","null","82","null","217","null","60","null","36","null","5","null","161","null","15","null","1","null","3","null","9","null","6","null","2","null","12","null","0","null","97","null","70","null","21","null","4","null","0","null","1","null","1","null","14","null","14","null",
"0400000US41","Oregon","4237256","null","588757","null","3648499","null","3389814","null","3036158","null","78658","null","42042","null","191797","null","18197","null","22962","null","258685","null","242105","null","29744","null","87078","null","56237","null","7106","null","51870","null","1889","null","1506","null","479","null","910","null","613","null","277","null","182","null","3414","null","643","null","157","null","15193","null","4182","null","1526","null","340","null","711","null","2330","null","516","null","481","null","4313","null","343","null","53","null","103","null","54","null","40","null","80","null","39","null","2","null","47","null","9","null","0","null","24","null","1189","null","311","null","64","null","223","null","142","null","47","null","9","null","334","null","24","null","3","null","18","null","11","null","2","null","1","null","0","null","0","null","169","null","105","null","38","null","3","null","12","null","11","null","0","null","29","null","29","null",
"0400000US42","Pennsylvania","13002700","null","1049615","null","11953085","null","11501800","null","9553417","null","1368978","null","15028","null","506674","null","3162","null","54541","null","451285","null","426834","null","123578","null","101742","null","67431","null","3132","null","98277","null","12588","null","5681","null","912","null","9025","null","751","null","82","null","304","null","1590","null","1573","null","168","null","22487","null","12376","null","2729","null","379","null","2149","null","1277","null","191","null","423","null","1411","null","495","null","53","null","258","null","90","null","235","null","163","null","165","null","40","null","13","null","25","null","0","null","15","null","1698","null","799","null","152","null","331","null","87","null","140","null","23","null","65","null","30","null","1","null","23","null","23","null","15","null","0","null","9","null","0","null","226","null","159","null","52","null","4","null","4","null","4","null","3","null","40","null","40","null",
"0400000US44","Rhode Island","1097379","null","182101","null","915278","null","863028","null","754050","null","55386","null","3513","null","38367","null","320","null","11392","null","52250","null","47257","null","8515","null","7593","null","6750","null","309","null","9981","null","1820","null","351","null","70","null","11199","null","72","null","15","null","171","null","155","null","164","null","92","null","4491","null","1380","null","244","null","39","null","1803","null","134","null","30","null","108","null","144","null","80","null","18","null","24","null","5","null","329","null","39","null","66","null","18","null","2","null","15","null","6","null","7","null","458","null","93","null","15","null","252","null","19","null","39","null","9","null","4","null","6","null","5","null","0","null","0","null","7","null","4","null","5","null","0","null","36","null","13","null","14","null","6","null","0","null","3","null","0","null","8","null","8","null",
"0400000US45","South Carolina","5118425","null","352838","null","4765587","null","4576007","null","3178552","null","1269031","null","16591","null","89394","null","3085","null","19354","null","189580","null","178524","null","54856","null","59598","null","22306","null","1570","null","24449","null","7432","null","2688","null","490","null","3531","null","257","null","56","null","133","null","719","null","409","null","30","null","9966","null","5369","null","1238","null","123","null","770","null","840","null","123","null","254","null","650","null","183","null","17","null","116","null","25","null","77","null","106","null","24","null","9","null","23","null","0","null","3","null","16","null","879","null","283","null","62","null","224","null","99","null","47","null","7","null","91","null","7","null","13","null","6","null","13","null","11","null","0","null","16","null","0","null","174","null","95","null","51","null","11","null","11","null","2","null","4","null","37","null","37","null",
"0400000US46","South Dakota","886667","null","38741","null","847926","null","813494","null","705583","null","17441","null","74595","null","13332","null","493","null","2050","null","34432","null","32891","null","5279","null","16660","null","3555","null","359","null","5484","null","827","null","157","null","23","null","144","null","144","null","50","null","44","null","115","null","42","null","8","null","1420","null","722","null","110","null","28","null","65","null","177","null","50","null","39","null","156","null","20","null","5","null","16","null","5","null","10","null","5","null","1","null","5","null","1","null","3","null","0","null","2","null","100","null","15","null","11","null","25","null","12","null","2","null","1","null","21","null","0","null","5","null","1","null","0","null","4","null","0","null","3","null","0","null","20","null","7","null","7","null","0","null","2","null","4","null","0","null","1","null","1","null",
"0400000US47","Tennessee","6910840","null","479187","null","6431653","null","6161430","null","4900246","null","1083772","null","15539","null","134302","null","3594","null","23977","null","270223","null","256893","null","68232","null","105540","null","30372","null","2329","null","35322","null","5941","null","2691","null","495","null","3912","null","300","null","77","null","170","null","867","null","589","null","56","null","12229","null","6076","null","1476","null","238","null","928","null","1218","null","190","null","404","null","972","null","215","null","40","null","125","null","39","null","85","null","133","null","43","null","12","null","19","null","6","null","0","null","10","null","932","null","370","null","65","null","218","null","69","null","47","null","4","null","96","null","15","null","4","null","11","null","16","null","2","null","2","null","13","null","0","null","159","null","86","null","60","null","4","null","9","null","0","null","0","null","10","null","10","null",
"0400000US48","Texas","29145505","null","11441717","null","17703788","null","16817693","null","11584597","null","3444712","null","85425","null","1561518","null","27857","null","113584","null","886095","null","835478","null","185160","null","266895","null","155868","null","9479","null","139378","null","23290","null","16569","null","3231","null","17944","null","2257","null","340","null","940","null","9581","null","4221","null","325","null","45808","null","18196","null","6846","null","828","null","4412","null","4562","null","631","null","1502","null","4990","null","1198","null","128","null","571","null","109","null","596","null","628","null","332","null","76","null","55","null","20","null","10","null","118","null","4170","null","1569","null","194","null","1001","null","384","null","288","null","28","null","393","null","81","null","2","null","96","null","67","null","23","null","5","null","39","null","0","null","581","null","305","null","203","null","30","null","21","null","16","null","6","null","58","null","58","null",
"0400000US49","Utah","3271616","null","492912","null","2778704","null","2658252","null","2465355","null","37192","null","28690","null","78618","null","35831","null","12566","null","120452","null","112483","null","15315","null","26337","null","30875","null","12050","null","22042","null","658","null","683","null","610","null","624","null","277","null","272","null","118","null","2138","null","375","null","109","null","7373","null","1093","null","621","null","331","null","287","null","557","null","310","null","173","null","3551","null","175","null","33","null","27","null","31","null","6","null","60","null","20","null","7","null","55","null","2","null","4","null","30","null","524","null","94","null","36","null","78","null","93","null","19","null","3","null","152","null","7","null","1","null","23","null","6","null","4","null","5","null","0","null","3","null","69","null","43","null","8","null","8","null","2","null","3","null","5","null","3","null","3","null",
